cusip,first_year,last_year,null_count,total_values,percent_nulls
892349200,1985,1997,27,156,17.307692307692307
008252108,1995,2024,88,360,24.444444444444443
03783C100,2013,2024,15,144,10.416666666666668
45867G101,1985,2024,56,480,11.666666666666666
36191G107,2009,2019,10,132,7.575757575757576
854502101,1985,2024,57,480,11.875
L44385109,2012,2024,13,156,8.333333333333332
88033G407,2002,2024,23,276,8.333333333333332
230770109,2007,2024,18,216,8.333333333333332
368678108,1985,1992,18,96,18.75
535763106,1993,2003,18,132,13.636363636363635
896239100,1989,2024,46,432,10.648148148148149
63886Q109,2001,2024,24,288,8.333333333333332
93148P102,2008,2024,49,204,24.019607843137255
594972408,1996,2024,43,348,12.35632183908046
14808P109,1995,2024,70,360,19.444444444444446
071813109,1985,2024,54,480,11.25
410867105,1994,2024,106,372,28.49462365591398
G01767105,2013,2024,12,144,8.333333333333332
G6891L105,2013,2024,12,144,8.333333333333332
026874784,1985,2024,197,480,41.041666666666664
598709301,1985,2007,37,276,13.405797101449277
873452304,1985,1991,11,84,13.095238095238097
053611109,1990,2024,44,420,10.476190476190476
67103H107,1992,2024,41,396,10.353535353535353
948849104,1985,2024,54,480,11.25
00123Q104,2008,2024,39,204,19.11764705882353
149123101,1985,2024,57,480,11.875
210502100,1995,2024,93,360,25.833333333333336
05464C101,1999,2024,27,312,8.653846153846153
229241104,1985,1998,27,168,16.071428571428573
896106200,1995,2009,18,180,10.0
239360100,2015,2024,10,120,8.333333333333332
73044W302,2012,2024,13,156,8.333333333333332
319829107,1985,2024,293,480,61.04166666666667
56624R108,2002,2024,23,276,8.333333333333332
741016307,1988,1995,15,96,15.625
426897401,2018,2024,7,84,8.333333333333332
437872104,2024,2024,8,12,66.66666666666666
H11356104,1999,2024,27,312,8.653846153846153
04523Y105,2012,2024,13,156,8.333333333333332
46266A109,2012,2024,13,156,8.333333333333332
12769G100,2014,2024,11,132,8.333333333333332
N20944109,2012,2024,27,156,17.307692307692307
077266104,1985,1985,2,12,16.666666666666664
387328107,1989,2024,46,432,10.648148148148149
70336F203,1994,2024,223,372,59.946236559139784
237266101,1993,2024,38,384,9.895833333333332
29272C202,2012,2024,17,156,10.897435897435898
293561106,1985,2000,29,192,15.104166666666666
91307C102,1998,2024,32,324,9.876543209876543
631103108,2000,2024,35,300,11.666666666666666
24661P807,1999,2024,26,312,8.333333333333332
63845P101,1991,2004,21,168,12.5
G3075P101,2004,2024,44,252,17.46031746031746
01446U103,2006,2024,152,228,66.66666666666666
228439105,1993,2003,17,132,12.878787878787879
86771W105,2013,2024,12,144,8.333333333333332
753422104,2013,2024,13,144,9.027777777777777
602496101,2011,2024,21,168,12.5
650194103,2014,2020,17,84,20.238095238095237
72346N101,1995,2001,30,84,35.714285714285715
78532P107,2010,2015,38,72,52.77777777777778
89854H102,1995,2024,34,360,9.444444444444445
502175102,1992,2024,96,396,24.242424242424242
02043Q107,2002,2024,26,276,9.420289855072465
045396207,2008,2024,17,204,8.333333333333332
33768G107,1999,2024,26,312,8.333333333333332
670002401,1995,2024,34,360,9.444444444444445
38526M106,2006,2024,19,228,8.333333333333332
76680V108,2010,2024,15,180,8.333333333333332
18539C204,2010,2024,42,180,23.333333333333332
81282V100,2011,2024,14,168,8.333333333333332
69334T009,1997,2002,41,72,56.94444444444444
372460105,1985,2024,56,480,11.666666666666666
163086101,2009,2024,16,192,8.333333333333332
978097103,1985,2024,55,480,11.458333333333332
03076K108,1993,2024,228,384,59.375
697757102,1985,1990,11,72,15.277777777777779
88033A103,1997,2006,10,120,8.333333333333332
384313508,1994,2024,43,372,11.559139784946236
639027101,1985,2024,57,480,11.875
428291108,1985,2024,52,480,10.833333333333334
75902K106,2010,2024,31,180,17.22222222222222
76090R309,2005,2024,20,240,8.333333333333332
25525P107,1998,2024,94,324,29.01234567901235
459506101,1985,2024,65,480,13.541666666666666
416515104,1994,2024,107,372,28.763440860215056
894650100,1988,2024,49,444,11.036036036036036
553166109,2002,2007,16,72,22.22222222222222
56585A102,2009,2024,18,192,9.375
166764100,1985,2024,73,480,15.208333333333332
775711104,1988,2024,56,444,12.612612612612612
800363103,1993,2024,226,384,58.854166666666664
858119100,1995,2024,35,360,9.722222222222223
49926D109,2011,2024,17,168,10.119047619047619
101137107,1991,2024,58,408,14.215686274509803
349853101,1992,2024,47,396,11.868686868686869
415864107,1985,2024,58,480,12.083333333333334
50181P100,2001,2024,168,288,58.333333333333336
317928109,1990,2008,100,228,43.859649122807014
959802109,2004,2024,47,252,18.650793650793652
13321L108,1988,2024,60,444,13.513513513513514
966084204,2008,2024,39,204,19.11764705882353
43940T109,1995,2024,212,360,58.88888888888889
868168105,1985,2024,55,480,11.458333333333332
92336G106,2002,2007,30,72,41.66666666666667
697947109,2013,2024,12,144,8.333333333333332
51808R206,1992,2003,73,144,50.69444444444444
690020102,1999,1999,0,12,0.0
723484101,1985,2024,81,480,16.875
P16994132,1992,2024,242,396,61.111111111111114
92939U106,1985,2024,82,480,17.083333333333332
45826H109,1998,2024,27,324,8.333333333333332
74836W203,2011,2024,14,168,8.333333333333332
50077B207,1998,2024,27,324,8.333333333333332
69344M101,1994,2010,58,204,28.431372549019606
516806205,2011,2024,14,168,8.333333333333332
00182C103,2012,2024,13,156,8.333333333333332
337738108,1985,2024,89,480,18.541666666666668
59522J103,1993,2024,85,384,22.135416666666664
718546104,2010,2024,17,180,9.444444444444445
15643U104,2003,2024,22,264,8.333333333333332
32043P106,2011,2024,98,168,58.333333333333336
78473E103,1985,2024,54,480,11.25
866264203,2008,2024,122,204,59.80392156862745
09257W100,1989,2024,133,432,30.787037037037035
31154R109,2012,2024,29,156,18.58974358974359
44980X109,2004,2024,21,252,8.333333333333332
526107107,1997,2024,28,336,8.333333333333332
03062D100,2004,2024,21,252,8.333333333333332
359678109,1992,2024,40,396,10.1010101010101
035710839,1997,2024,78,336,23.214285714285715
058498106,1985,2024,57,480,11.875
83410S108,1998,2024,27,324,8.333333333333332
165159104,1985,2008,37,288,12.847222222222221
78648T100,2000,2024,66,300,22.0
37244E107,1998,2011,28,168,16.666666666666664
890516107,1985,2024,54,480,11.25
M98068105,2011,2024,14,168,8.333333333333332
68235C206,2013,2024,12,144,8.333333333333332
74837R104,1998,2014,16,204,7.8431372549019605
04911A107,1993,2024,231,384,60.15625
89469A104,2004,2024,22,252,8.73015873015873
917488108,1985,2024,56,480,11.666666666666666
566244109,1995,1999,8,60,13.333333333333334
398189100,1985,1995,21,132,15.909090909090908
205750409,2003,2024,22,264,8.333333333333332
09060C507,1995,2024,33,360,9.166666666666666
35471R106,2003,2024,48,264,18.181818181818183
302491303,1985,2024,54,480,11.25
G32030127,1995,2024,34,360,9.444444444444445
66611T108,2005,2024,141,240,58.75
984017103,2013,2024,29,144,20.13888888888889
92346X206,1999,2024,30,312,9.615384615384617
229050307,2016,2024,9,108,8.333333333333332
37045V100,1985,2024,105,480,21.875
67098H104,1985,2024,54,480,11.25
Y27265126,2008,2024,17,204,8.333333333333332
74935Q107,1997,2024,30,336,8.928571428571429
911363109,1997,2024,42,336,12.5
09180C106,1995,2024,34,360,9.444444444444445
00507W206,2012,2024,13,156,8.333333333333332
598130102,1985,1990,14,72,19.444444444444446
87164U508,2005,2024,20,240,8.333333333333332
023426703,1989,1994,11,72,15.277777777777779
M2682V108,2012,2024,13,156,8.333333333333332
35086T109,2013,2024,27,144,18.75
705573103,1995,2024,33,360,9.166666666666666
004239109,1992,2024,100,396,25.252525252525253
42809H107,1985,2024,57,480,11.875
30034W106,1985,2024,83,480,17.291666666666668
731095105,1985,2000,31,192,16.145833333333336
13462K109,2014,2024,11,132,8.333333333333332
655053106,1995,2007,15,156,9.615384615384617
422914101,1997,1998,12,24,50.0
29786A106,2013,2024,12,144,8.333333333333332
03076C106,2003,2024,49,264,18.560606060606062
34385P108,2008,2024,17,204,8.333333333333332
05338F306,2013,2024,12,144,8.333333333333332
736508847,1985,2024,81,480,16.875
589889104,1988,2024,58,444,13.063063063063062
043113208,1995,2024,34,360,9.444444444444445
759916109,2011,2024,14,168,8.333333333333332
948462106,1985,1985,1,12,8.333333333333332
G97822103,2016,2024,9,108,8.333333333333332
Y2065G121,2003,2024,22,264,8.333333333333332
09354A100,2010,2024,15,180,8.333333333333332
37951D300,2010,2019,20,120,16.666666666666664
293792107,1996,2024,33,348,9.482758620689655
566324109,2011,2024,20,168,11.904761904761903
302081104,2004,2024,21,252,8.333333333333332
84863T106,1995,2024,34,360,9.444444444444445
M52523103,1996,2024,32,348,9.195402298850574
039483102,2013,2024,12,144,8.333333333333332
06652K103,2009,2024,113,192,58.854166666666664
02079K305,2002,2024,23,276,8.333333333333332
76131D103,2011,2024,14,168,8.333333333333332
915271100,1999,2024,183,312,58.65384615384615
31572Q808,2012,2024,17,156,10.897435897435898
125919308,1991,2024,41,408,10.049019607843137
651718504,1985,2024,54,480,11.25
M15342104,1997,2024,28,336,8.333333333333332
29355X107,2001,2024,35,288,12.152777777777777
464119106,1985,2008,199,288,69.09722222222221
496719105,1985,2024,72,480,15.0
670346105,1985,2024,58,480,12.083333333333334
G5760D111,2003,2010,19,96,19.791666666666664
29259G200,2000,2014,14,180,7.777777777777778
71377A103,1992,2008,35,204,17.15686274509804
00444T209,2008,2024,17,204,8.333333333333332
150870103,2003,2024,26,264,9.848484848484848
44925C103,2004,2024,21,252,8.333333333333332
59001A102,1988,2024,99,444,22.2972972972973
90328M107,1995,2024,33,360,9.166666666666666
985817105,2009,2024,16,192,8.333333333333332
63888P406,1994,2024,35,372,9.408602150537634
12504L109,2002,2024,28,276,10.144927536231885
G3930H104,1994,2002,17,108,15.74074074074074
887399103,2011,2024,17,168,10.119047619047619
911905503,1985,2004,35,240,14.583333333333334
05350V106,2012,2024,15,156,9.615384615384617
26884L109,1985,2024,83,480,17.291666666666668
743713109,2010,2024,15,180,8.333333333333332
384556106,1985,1996,26,144,18.055555555555554
81728N100,1992,2024,39,396,9.848484848484848
03743Q108,1985,2024,57,480,11.875
868447103,2002,2012,34,132,25.757575757575758
635309206,2005,2024,22,240,9.166666666666666
691435101,1985,1991,14,84,16.666666666666664
866674104,1993,2024,96,384,25.0
03837J200,2014,2024,14,132,10.606060606060606
87971M103,1985,2024,56,480,11.666666666666666
01438T106,2012,2024,13,156,8.333333333333332
05601C105,2013,2024,12,144,8.333333333333332
91347P105,1991,2024,61,408,14.950980392156863
262497308,1990,1999,48,120,40.0
70556K106,1985,1997,27,156,17.307692307692307
895925105,1993,2011,63,228,27.631578947368425
110122108,1985,2024,57,480,11.875
268603107,2012,2024,13,156,8.333333333333332
084423102,1987,2024,132,456,28.947368421052634
38011M603,1999,2012,13,168,7.738095238095238
524660107,1985,2024,57,480,11.875
38983D300,2014,2024,30,132,22.727272727272727
03837C106,1985,2024,57,480,11.875
649080504,1985,2004,32,240,13.333333333333334
492716105,1991,1999,55,108,50.92592592592593
000307108,2011,2018,18,96,18.75
891707101,1993,2006,17,168,10.119047619047619
31866P102,1998,2024,192,324,59.25925925925925
344155205,1997,2002,5,72,6.944444444444445
831865209,1985,2024,57,480,11.875
872918107,1987,1991,9,60,15.0
432748101,2002,2024,57,276,20.652173913043477
219798105,1999,2024,26,312,8.333333333333332
78377T107,1990,2024,57,420,13.571428571428571
36116M106,2009,2024,16,192,8.333333333333332
68235B208,1995,2024,83,360,23.055555555555557
893349837,1985,1999,30,180,16.666666666666664
58468P206,2004,2024,21,252,8.333333333333332
922280102,2012,2024,13,156,8.333333333333332
276191004,1985,1990,15,72,20.833333333333336
319390100,2004,2024,147,252,58.333333333333336
413160102,1994,2024,36,372,9.67741935483871
57636Q104,2003,2024,34,264,12.878787878787879
00404A109,2010,2024,15,180,8.333333333333332
16936R105,2003,2024,23,264,8.712121212121213
500453204,1986,2006,35,252,13.88888888888889
55405W104,2006,2024,21,228,9.210526315789473
37954A204,2015,2024,21,120,17.5
336433107,2005,2024,20,240,8.333333333333332
153435102,1996,2012,19,204,9.313725490196079
81201R107,2004,2009,50,72,69.44444444444444
22160N109,1996,2024,34,348,9.770114942528735
868358102,1985,2024,54,480,11.25
18506U104,2010,2024,15,180,8.333333333333332
42328H109,1995,2024,34,360,9.444444444444445
496902404,1991,2024,45,408,11.029411764705882
553810102,2005,2024,144,240,60.0
N5749R100,2014,2024,12,132,9.090909090909092
004308102,1991,2003,93,156,59.61538461538461
64828T201,2011,2024,44,168,26.190476190476193
15135U109,2008,2024,18,204,8.823529411764707
576810303,2014,2024,11,132,8.333333333333332
126117100,1985,2024,175,480,36.45833333333333
03209R103,2012,2024,13,156,8.333333333333332
514936103,1991,2007,81,204,39.705882352941174
F21107101,2012,2024,13,156,8.333333333333332
55272N104,1989,2000,70,144,48.61111111111111
13100M509,2007,2024,20,216,9.25925925925926
292671708,2013,2024,16,144,11.11111111111111
498326206,1997,2006,42,120,35.0
239467103,1985,2011,40,324,12.345679012345679
29101U407,2010,2014,4,60,6.666666666666667
317832103,1993,1998,31,72,43.05555555555556
159765205,1995,2017,30,276,10.869565217391305
62955J103,1995,2024,35,360,9.722222222222223
546347105,1985,2024,56,480,11.666666666666666
747301109,2008,2024,17,204,8.333333333333332
67623C109,2007,2024,45,216,20.833333333333336
894164102,2005,2024,28,240,11.666666666666666
412822108,1985,2024,54,480,11.25
65473P105,1985,2024,80,480,16.666666666666664
927959106,2013,2024,16,144,11.11111111111111
410345102,2007,2024,18,216,8.333333333333332
704699107,1999,2024,186,312,59.61538461538461
91704F104,2012,2024,31,156,19.871794871794872
983793100,2002,2024,23,276,8.333333333333332
59503A204,2015,2024,10,120,8.333333333333332
G8726T105,1999,2024,26,312,8.333333333333332
L0175J104,2007,2024,18,216,8.333333333333332
404030108,2001,2024,65,288,22.569444444444446
784730103,1996,2024,31,348,8.908045977011495
55272X607,1988,2024,97,444,21.846846846846844
909911109,1992,2024,241,396,60.858585858585855
11373M107,1995,2024,210,360,58.333333333333336
62944T105,1985,2024,119,480,24.791666666666668
88076W103,2005,2024,30,240,12.5
53263P105,2014,2024,14,132,10.606060606060606
31865X106,1995,2005,13,132,9.848484848484848
378762934,1995,1999,48,60,80.0
343873105,1995,2024,211,360,58.611111111111114
001642107,1991,1999,54,108,50.0
02076X102,2002,2015,16,168,9.523809523809524
447462102,2002,2024,25,276,9.057971014492754
577345101,1985,2024,54,480,11.25
588056101,1988,2024,48,444,10.81081081081081
94106B101,1996,2024,33,348,9.482758620689655
98416J118,2003,2017,14,180,7.777777777777778
750236101,1991,2024,120,408,29.411764705882355
95058W100,1993,2024,38,384,9.895833333333332
Y2711Y112,1998,2024,31,324,9.5679012345679
45866F104,2003,2024,22,264,8.333333333333332
254423106,1990,2024,44,420,10.476190476190476
47973J102,2012,2024,13,156,8.333333333333332
20453F106,1993,1998,37,72,51.388888888888886
92556V106,2007,2024,18,216,8.333333333333332
950810101,1985,2024,310,480,64.58333333333334
66987P409,2005,2024,20,240,8.333333333333332
15117N602,2004,2024,21,252,8.333333333333332
301923108,1989,1996,45,96,46.875
00165C302,2012,2024,13,156,8.333333333333332
000973107,1994,2000,11,84,13.095238095238097
024490302,1985,2004,52,240,21.666666666666668
025816109,1985,2024,183,480,38.125
419870100,1985,2024,131,480,27.291666666666664
62482R107,2011,2024,37,168,22.023809523809522
004225108,2002,2024,23,276,8.333333333333332
042735100,1985,2024,56,480,11.666666666666666
502431109,2020,2024,10,60,16.666666666666664
40637H109,2003,2024,26,264,9.848484848484848
60855R100,2001,2024,36,288,12.5
732827100,1985,2006,37,264,14.015151515151514
7591EP100,1985,2024,296,480,61.66666666666667
825690100,2010,2024,17,180,9.444444444444445
596680108,1985,2024,54,480,11.25
01748X102,2005,2024,20,240,8.333333333333332
46489V302,2023,2024,2,24,8.333333333333332
13057Q305,2012,2024,15,156,9.615384615384617
N71542109,2012,2024,13,156,8.333333333333332
067532200,2015,2024,10,120,8.333333333333332
G96629103,1999,2024,36,312,11.538461538461538
957638109,2003,2024,159,264,60.22727272727273
83545G102,1996,2024,32,348,9.195402298850574
043635804,2005,2024,23,240,9.583333333333334
526262100,1992,2007,22,192,11.458333333333332
863667101,1985,2024,54,480,11.25
568427108,1998,2024,29,324,8.950617283950617
92343V104,1985,2024,57,480,11.875
344822101,1985,1996,24,144,16.666666666666664
667280408,1985,2007,50,276,18.115942028985508
940610108,1985,2024,320,480,66.66666666666666
524706108,2005,2018,13,168,7.738095238095238
55025L108,2012,2024,39,156,25.0
318910106,1987,2024,296,456,64.91228070175438
461148108,1994,2024,36,372,9.67741935483871
147448104,2014,2024,11,132,8.333333333333332
446150104,1985,2024,297,480,61.875
598251106,1997,2009,93,156,59.61538461538461
872962105,1996,2007,28,144,19.444444444444446
194693107,2008,2024,17,204,8.333333333333332
584951107,1987,1993,53,84,63.095238095238095
87311M102,2000,2008,8,108,7.4074074074074066
90331T107,1997,1999,6,36,16.666666666666664
33938T104,2001,2024,24,288,8.333333333333332
987184108,1985,2024,54,480,11.25
Y1771G102,2008,2024,17,204,8.333333333333332
N72482206,1995,2024,33,360,9.166666666666666
029899101,1985,2024,56,480,11.666666666666666
202608105,2002,2024,23,276,8.333333333333332
75524W108,2011,2024,14,168,8.333333333333332
434149100,1990,2003,20,168,11.904761904761903
G7702U102,1994,1999,18,72,25.0
46611Q403,1994,2001,54,96,56.25
975515107,1995,2000,9,72,12.5
552690109,1985,2024,90,480,18.75
14316J108,2010,2024,47,180,26.111111111111114
53566P109,1999,2024,28,312,8.974358974358974
760281204,1995,2024,217,360,60.27777777777777
863167201,1992,2024,62,396,15.656565656565657
550241103,1985,2024,57,480,11.875
45378A106,2011,2024,29,168,17.261904761904763
608712105,1989,1996,45,96,46.875
209232107,1992,2001,47,120,39.166666666666664
874028103,1994,2024,36,372,9.67741935483871
055655104,1985,1992,63,96,65.625
482470200,2003,2011,8,108,7.4074074074074066
87164F105,2014,2024,18,132,13.636363636363635
216844100,1994,2008,105,180,58.333333333333336
15189T107,1985,2024,81,480,16.875
G5509L101,2015,2024,10,120,8.333333333333332
G0378L100,1989,2024,42,432,9.722222222222223
493732101,1994,2024,42,372,11.29032258064516
74758T303,2011,2024,14,168,8.333333333333332
90262T308,1998,2008,82,132,62.121212121212125
299209106,1985,1985,2,12,16.666666666666664
314211103,1996,2024,59,348,16.954022988505745
974155103,2013,2024,12,144,8.333333333333332
38500T200,2005,2024,24,240,10.0
194014502,2006,2024,19,228,8.333333333333332
46604H204,2011,2024,14,168,8.333333333333332
23918K108,1995,2024,34,360,9.444444444444445
444097109,2008,2024,41,204,20.098039215686274
G9032C109,1986,2002,116,204,56.86274509803921
G2110U117,1995,2023,32,348,9.195402298850574
36352H100,2012,2024,13,156,8.333333333333332
12621E103,1985,2024,184,480,38.333333333333336
53220K504,1991,2024,41,408,10.049019607843137
04963C209,2003,2024,22,264,8.333333333333332
626717102,1985,2024,57,480,11.875
827048109,1995,2024,34,360,9.444444444444445
227046109,2003,2024,23,264,8.712121212121213
48576U205,2011,2024,14,168,8.333333333333332
47233W109,1985,2017,146,396,36.868686868686865
811292200,2012,2024,13,156,8.333333333333332
00215F107,1990,2024,43,420,10.238095238095237
759351604,1992,2024,96,396,24.242424242424242
M4119S187,2011,2024,14,168,8.333333333333332
747316107,1985,2024,54,480,11.25
83546Q109,1992,2002,18,132,13.636363636363635
90333L201,1997,2020,23,288,7.986111111111111
25960P109,2004,2024,45,252,17.857142857142858
42250P103,1986,2024,111,468,23.717948717948715
723836300,2009,2024,16,192,8.333333333333332
76680R206,2011,2024,14,168,8.333333333333332
32020R109,1993,2024,231,384,60.15625
47089W104,1990,2024,44,420,10.476190476190476
02970Q203,1999,2013,30,180,16.666666666666664
052800109,1995,2024,42,360,11.666666666666666
20563P101,1996,2024,38,348,10.919540229885058
098904204,1990,1998,70,108,64.81481481481481
131193104,1991,2024,42,408,10.294117647058822
05614L209,2013,2024,14,144,9.722222222222223
001228501,2011,2024,33,168,19.642857142857142
159864107,1997,2024,39,336,11.607142857142858
759509102,1993,2024,38,384,9.895833333333332
962879102,2005,2024,20,240,8.333333333333332
903899102,2003,2024,22,264,8.333333333333332
603669102,1985,1989,14,60,23.333333333333332
320816200,1995,1996,7,24,29.166666666666668
074014200,1998,2024,29,324,8.950617283950617
88162F105,1989,2024,47,432,10.87962962962963
447011107,2002,2024,23,276,8.333333333333332
268948106,1999,2024,188,312,60.256410256410255
00374N107,1995,2011,75,204,36.76470588235294
81762P102,2012,2024,13,156,8.333333333333332
171757206,2013,2024,12,144,8.333333333333332
32115D106,2011,2015,35,60,58.333333333333336
12618T105,2011,2024,14,168,8.333333333333332
500754106,2013,2024,15,144,10.416666666666668
902788108,1985,2024,298,480,62.083333333333336
030420103,2005,2024,40,240,16.666666666666664
168088102,1985,2024,54,480,11.25
34354P105,1985,2024,57,480,11.875
703481101,1992,2024,40,396,10.1010101010101
G9310A122,1999,2024,26,312,8.333333333333332
25960R105,2008,2024,17,204,8.333333333333332
731068102,1987,2024,50,456,10.964912280701753
78440X887,1995,2024,110,360,30.555555555555557
45168D104,1990,2024,44,420,10.476190476190476
31812F109,2010,2024,105,180,58.333333333333336
824348106,1985,2024,54,480,11.25
960413102,2002,2024,25,276,9.057971014492754
37253A103,1992,2024,39,396,9.848484848484848
70432V102,2012,2024,13,156,8.333333333333332
81169P101,1995,2004,12,120,10.0
74164F103,2008,2024,17,204,8.333333333333332
74345R935,2001,2006,51,72,70.83333333333334
74346M406,2014,2024,11,132,8.333333333333332
402571103,1985,1992,16,96,16.666666666666664
69912K206,1991,2000,17,120,14.166666666666666
00971T101,1998,2024,30,324,9.25925925925926
170032809,1985,2013,45,348,12.931034482758621
L00849106,2008,2024,19,204,9.313725490196079
268158201,2001,2024,24,288,8.333333333333332
902653104,1985,2024,147,480,30.625000000000004
03834A103,2005,2018,13,168,7.738095238095238
87305R109,1998,2024,27,324,8.333333333333332
031001100,2001,2024,168,288,58.333333333333336
640933107,1997,2005,62,108,57.407407407407405
517834107,2002,2024,23,276,8.333333333333332
695127100,2008,2024,17,204,8.333333333333332
29444U700,1999,2024,26,312,8.333333333333332
352451108,2002,2007,43,72,59.72222222222222
097023105,1985,2024,54,480,11.25
12685J105,2013,2024,12,144,8.333333333333332
281020107,1985,2024,83,480,17.291666666666668
120076104,2002,2017,16,192,8.333333333333332
12520L109,1998,2024,190,324,58.64197530864198
617700109,2003,2024,22,264,8.333333333333332
47012E403,1995,2024,35,360,9.722222222222223
G3223R108,1994,2024,110,372,29.56989247311828
384632105,1985,1998,26,168,15.476190476190476
100578103,1988,1997,61,120,50.83333333333333
20451N101,2001,2020,20,240,8.333333333333332
67018T105,1995,2024,35,360,9.722222222222223
911922102,1990,2024,44,420,10.476190476190476
192446102,1996,2024,32,348,9.195402298850574
196267009,1987,1994,16,96,16.666666666666664
20451Q104,2004,2024,21,252,8.333333333333332
76129W105,1999,2024,26,312,8.333333333333332
18507C103,2011,2024,14,168,8.333333333333332
55267M103,1985,1988,31,48,64.58333333333334
45071T402,2000,2004,15,60,25.0
256746108,1994,2002,14,108,12.962962962962962
192481208,1989,2001,22,156,14.102564102564102
74383L105,2013,2024,88,144,61.111111111111114
M78673114,2003,2024,24,264,9.090909090909092
65339F101,1985,2024,86,480,17.916666666666668
30161Q104,1998,2024,27,324,8.333333333333332
18453H106,2003,2024,24,264,9.090909090909092
32054K103,1993,2024,98,384,25.520833333333332
893617209,1985,2024,99,480,20.625
66979P300,2011,2024,14,168,8.333333333333332
P31076105,2003,2024,22,264,8.333333333333332
784117103,1985,2024,93,480,19.375
92556H206,1985,2024,58,480,12.083333333333334
92839U206,1998,2024,28,324,8.641975308641975
502074503,2013,2024,21,144,14.583333333333334
70931T103,2009,2024,37,192,19.270833333333336
05453N100,1995,2024,34,360,9.444444444444445
09624H208,2002,2024,35,276,12.681159420289855
60886R103,1992,2007,24,192,12.5
766559702,1998,2024,27,324,8.333333333333332
G6674U108,2013,2024,12,144,8.333333333333332
21676P103,2008,2024,16,204,7.8431372549019605
729273102,2003,2024,158,264,59.84848484848485
M25722105,1998,2024,27,324,8.333333333333332
540424108,1985,2024,183,480,38.125
879433829,1985,2024,56,480,11.666666666666666
004724100,1985,2000,31,192,16.145833333333336
317585404,1998,2024,199,324,61.419753086419746
59156R108,1998,2024,80,324,24.691358024691358
559166103,1991,2024,46,408,11.27450980392157
55262C100,1986,2024,167,468,35.68376068376068
762544104,1998,2024,36,324,11.11111111111111
86677E100,1992,2011,23,240,9.583333333333334
88032L605,2015,2024,10,120,8.333333333333332
868459108,2011,2024,14,168,8.333333333333332
317970101,1994,2024,35,372,9.408602150537634
452680101,1994,2008,112,180,62.22222222222222
G7S00T104,1985,2024,57,480,11.875
12662P108,2005,2024,23,240,9.583333333333334
550278303,2003,2007,16,60,26.666666666666668
46116X101,2011,2024,14,168,8.333333333333332
483007704,1990,2024,42,420,10.0
880779103,1985,2024,56,480,11.666666666666666
05501X100,2011,2015,11,60,18.333333333333332
247361702,2000,2024,23,300,7.666666666666666
700885106,2001,2024,168,288,58.333333333333336
04316A108,2011,2024,36,168,21.428571428571427
852066208,2006,2024,22,228,9.649122807017543
92686J106,2013,2024,12,144,8.333333333333332
19247A100,2002,2024,60,276,21.73913043478261
268785102,2013,2019,6,84,7.142857142857142
G1933S101,1995,2024,34,360,9.444444444444445
20564W204,2005,2024,20,240,8.333333333333332
426927109,1999,2024,189,312,60.57692307692307
29258Y103,2005,2024,20,240,8.333333333333332
76169C100,2012,2024,29,156,18.58974358974359
494580103,1988,2017,38,360,10.555555555555555
817826209,1985,2004,33,240,13.750000000000002
15117F807,2010,2024,15,180,8.333333333333332
761312107,1985,2006,52,264,19.696969696969695
98423K405,2012,2024,13,156,8.333333333333332
N3167Y103,2013,2024,22,144,15.277777777777779
57164Y107,2009,2024,35,192,18.229166666666664
88822Q103,2007,2024,38,216,17.59259259259259
85472N109,1993,2024,50,384,13.020833333333334
45780R101,2013,2024,12,144,8.333333333333332
898202106,2012,2024,22,156,14.102564102564102
G491BT108,1994,2024,69,372,18.548387096774192
723643300,1987,2006,32,240,13.333333333333334
12466Q104,1999,2024,184,312,58.97435897435898
08771Y402,2019,2024,6,72,8.333333333333332
194830204,1996,2003,10,96,10.416666666666668
12479G101,2012,2024,93,156,59.61538461538461
311642102,1995,2024,33,360,9.166666666666666
320209109,1985,2024,307,480,63.95833333333333
98389B100,1985,2024,80,480,16.666666666666664
067901108,1985,2024,59,480,12.291666666666666
351858105,2007,2024,21,216,9.722222222222223
958892101,1999,2024,183,312,58.65384615384615
357023100,2003,2024,22,264,8.333333333333332
33767E202,2013,2024,14,144,9.722222222222223
756268108,1985,2001,32,204,15.686274509803921
28199A000,1994,2013,43,240,17.916666666666668
969136100,1993,2024,48,384,12.5
349553107,1987,2024,50,456,10.964912280701753
67091J602,2013,2024,12,144,8.333333333333332
83191H107,2014,2024,11,132,8.333333333333332
910340108,1985,2024,183,480,38.125
292104106,2010,2024,43,180,23.88888888888889
786598300,1992,2024,53,396,13.383838383838384
Y8162K204,2005,2024,23,240,9.583333333333334
680194107,1999,2024,187,312,59.93589743589743
967590209,1996,2024,31,348,8.908045977011495
875372203,2011,2024,14,168,8.333333333333332
70932M107,2011,2024,32,168,19.047619047619047
320866106,2009,2024,112,192,58.333333333333336
64051M709,2007,2024,18,216,8.333333333333332
28176E108,1998,2024,29,324,8.950617283950617
360271100,1985,2024,310,480,64.58333333333334
88322Q108,1994,2024,36,372,9.67741935483871
89531P105,1997,2024,34,336,10.119047619047619
112463104,2004,2024,22,252,8.73015873015873
26875P101,1989,2024,46,432,10.648148148148149
58733R102,2005,2024,20,240,8.333333333333332
909214306,1985,2024,57,480,11.875
G0750C108,2012,2024,14,156,8.974358974358974
591596101,1991,2000,17,120,14.166666666666666
78463M107,2008,2024,17,204,8.333333333333332
